2015-08-28 18:09:07 172.17.100.8 GET /express/defaultr.aspx partnerId=REDACTEDP00001 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://rewardsurvey.com/Order/ThankYou/id 302 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /Express/images/hdrShippingInformation.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /Express/images/magazinesBg.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /Express/images/logo_alt-REDACTED.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /Express/images/hdrBillingInformation_sm.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /Express/images/hdrCheckoutInformation.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /images/orderpagecvr/CVR-S/stone/stone-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /images/orderpagecvr/CVR-P/popula/popula-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /images/orderpagecvr/CVR-S/sunset/sunset-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:08 172.17.100.8 GET /images/orderpagecvr/CVR-T/travls/travls-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-C/cardri/cardri-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-M/mnhlth/mnhlth-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-R/readig/readig-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-F/famcir/famcir-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-R/rbook/rbook-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-F/fortun/fortun-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-A/albeer/albeer-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-B/bizwk/bizwk-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-O/og/og-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-M/mensjou/mensjou-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-M/mariec/mariec-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-P/poppho/poppho-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-F/field/field-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-T/tastehome/tastehome-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-W/womenshealth/womenshealth-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-H/health/health-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-S/shape/shape-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-C/cstliv/cstliv-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-E/esquire/esquire-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-Y/yogajo/yogajo-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-E/elle/elle-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:09 172.17.100.8 GET /images/orderpagecvr/CVR-R/rworld/rworld-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-D/dwell/dwell-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-S/seven/seven-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-A/autoweek/autoweek-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-N/nylon/nylon-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-E/entrep/entrep-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-G/gdposts/gdposts-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-G/golf/golf-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-S/self/self-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-P/prnts/prnts-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-G/golfdg/golfdg-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-P/pacistandard/pacistandard-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-R/runtim/runtim-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-I/inc/inc-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-T/tatlan/tatlan-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-D/diabfor/diabfor-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-C/cigara/cigara-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-W/winest/winest-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-F/fastco/fastco-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
